GUC Name,Type,Context,Category,Description,Backing Variable,Flags,ConnMgr Compatible,Risk Level,Reasoning
max_stack_depth,int,PGC_SUSET,RESOURCES_MEM,"Sets the maximum stack depth, in kilobytes.",max_stack_depth,GUC_UNIT_KB,YES,NONE,PGC_SUSET - session-level GUC. No direct variable writes bypassing GUC machinery found. All changes go through standard SET/RESET which ConnMgr handles.
max_standby_archive_delay,int,PGC_SIGHUP,REPLICATION_STANDBY,Sets the maximum delay before canceling queries when a hot standby server is processing archived WAL data.,max_standby_archive_delay,GUC_UNIT_MS|GUC_UNIT_S,YES,NONE,"PGC_SIGHUP - changed via config file reload, applied uniformly. No direct writes found. Safe."
max_standby_streaming_delay,int,PGC_SIGHUP,REPLICATION_STANDBY,Sets the maximum delay before canceling queries when a hot standby server is processing streamed WAL data.,max_standby_streaming_delay,GUC_UNIT_MS|GUC_UNIT_S,YES,NONE,"PGC_SIGHUP - changed via config file reload, applied uniformly. No direct writes found. Safe."
max_sync_workers_per_subscription,int,PGC_SIGHUP,REPLICATION_SUBSCRIBERS,Maximum number of table synchronization workers per subscription.,max_sync_workers_per_subscription,GUC_DISALLOW_IN_FILE|GUC_NOT_IN_SAMPLE|GUC_UNIT_KB|GUC_UNIT_MIN,YES,NONE,"PGC_SIGHUP - changed via config file reload, applied uniformly. No direct writes found. Safe."
max_wal_senders,int,PGC_POSTMASTER,REPLICATION_SENDING,Sets the maximum number of simultaneously running WAL sender processes.,max_wal_senders,GUC_UNIT_MB|GUC_UNIT_MS,YES,NONE,"PGC_POSTMASTER - set only at server start, same for all connections. Safe."
max_wal_size,int,PGC_SIGHUP,WAL_CHECKPOINTS,Sets the WAL size that triggers a checkpoint.,max_wal_size_mb,GUC_UNIT_BLOCKS|GUC_UNIT_MB|GUC_UNIT_S|GUC_UNIT_XBLOCKS,YES,NONE,PGC_SIGHUP. Direct write in assign hook converts MB to pages. Standard GUC mechanism via config reload. RISK: NONE.
max_worker_processes,int,PGC_POSTMASTER,RESOURCES_ASYNCHRONOUS,Maximum number of concurrent worker processes.,max_worker_processes,GUC_DISALLOW_IN_FILE|GUC_NOT_IN_SAMPLE|GUC_UNIT_KB|GUC_UNIT_MIN,YES,NONE,"PGC_POSTMASTER. Writes are: ControlFile->max_worker_processes in xlog.c (startup/WAL code), and error message string in bgworker.c. Set only at server start. RISK: NONE."
min_dynamic_shared_memory,int,PGC_POSTMASTER,RESOURCES_MEM,Amount of dynamic shared memory reserved at startup.,min_dynamic_shared_memory,GUC_DISALLOW_IN_FILE|GUC_NOT_IN_SAMPLE|GUC_RUNTIME_COMPUTED|GUC_UNIT_BLOCKS|GUC_UNIT_MB,YES,NONE,"PGC_POSTMASTER - set only at server start, same for all connections. Safe."
min_parallel_index_scan_size,int,PGC_USERSET,QUERY_TUNING_COST,Sets the minimum amount of index data for a parallel scan.,min_parallel_index_scan_size,GUC_DISALLOW_IN_FILE|GUC_EXPLAIN|GUC_NOT_IN_SAMPLE|GUC_UNIT_BLOCKS|GUC_UNIT_BYTE|GUC_UNIT_KB,YES,NONE,PGC_USERSET - session-level GUC. No direct variable writes bypassing GUC machinery found. All changes go through standard SET/RESET which ConnMgr handles.
min_parallel_table_scan_size,int,PGC_USERSET,QUERY_TUNING_COST,Sets the minimum amount of table data for a parallel scan.,min_parallel_table_scan_size,GUC_DISALLOW_IN_FILE|GUC_EXPLAIN|GUC_NOT_IN_SAMPLE|GUC_UNIT_BLOCKS|GUC_UNIT_KB,YES,NONE,PGC_USERSET - session-level GUC. No direct variable writes bypassing GUC machinery found. All changes go through standard SET/RESET which ConnMgr handles.
min_wal_size,int,PGC_SIGHUP,WAL_CHECKPOINTS,Sets the minimum size to shrink the WAL to.,min_wal_size_mb,GUC_UNIT_BLOCKS|GUC_UNIT_MB|GUC_UNIT_S,YES,NONE,"PGC_SIGHUP - changed via config file reload, applied uniformly. No direct writes found. Safe."
old_snapshot_threshold,int,PGC_POSTMASTER,RESOURCES_ASYNCHRONOUS,Time before a snapshot is too old to read pages changed after the snapshot was taken.,old_snapshot_threshold,GUC_DISALLOW_IN_FILE|GUC_NOT_IN_SAMPLE|GUC_NO_SHOW_ALL|GUC_UNIT_MIN|GUC_UNIT_S,YES,NONE,"PGC_POSTMASTER - set only at server start, same for all connections. Safe."
optimize_bounded_sort,bool,PGC_USERSET,QUERY_TUNING_METHOD,Enable bounded sorting using heap sort.,optimize_bounded_sort,GUC_DISALLOW_IN_FILE|GUC_EXPLAIN|GUC_NOT_IN_SAMPLE|GUC_REPORT,YES,NONE,PGC_USERSET - session-level GUC. No direct variable writes bypassing GUC machinery found. All changes go through standard SET/RESET which ConnMgr handles.
parallel_leader_participation,bool,PGC_USERSET,RESOURCES_ASYNCHRONOUS,Controls whether Gather and Gather Merge also run subplans.,parallel_leader_participation,GUC_EXPLAIN|GUC_NOT_IN_SAMPLE,YES,NONE,PGC_USERSET - session-level GUC. No direct variable writes bypassing GUC machinery found. All changes go through standard SET/RESET which ConnMgr handles.
parallel_setup_cost,real,PGC_USERSET,QUERY_TUNING_COST,Sets the planner's estimate of the cost of starting up worker processes for parallel query.,parallel_setup_cost,GUC_EXPLAIN,YES,NONE,PGC_USERSET - session-level GUC. No direct variable writes bypassing GUC machinery found. All changes go through standard SET/RESET which ConnMgr handles.
parallel_tuple_cost,real,PGC_USERSET,QUERY_TUNING_COST,Sets the planner's estimate of the cost of passing each tuple (row) from worker to leader backend.,parallel_tuple_cost,GUC_EXPLAIN,YES,NONE,PGC_USERSET - session-level GUC. No direct variable writes bypassing GUC machinery found. All changes go through standard SET/RESET which ConnMgr handles.
password_encryption,enum,PGC_USERSET,CONN_AUTH_AUTH,Chooses the algorithm for encrypting passwords.,Password_encryption,GUC_EXPLAIN|GUC_SUPERUSER_ONLY,YES,NONE,PGC_USERSET - session-level GUC. No direct variable writes bypassing GUC machinery found. All changes go through standard SET/RESET which ConnMgr handles.
passwordcheck.maximum_length,int,PGC_SUSET,EXTENSION_CONTRIB,Maximum length of password allowed,password_max_len,,YES,NONE,PGC_SUSET - Extension GUC using standard DefineCustom*Variable mechanism. All changes go through standard SET/RESET which ConnMgr handles.
passwordcheck.minimum_length,int,PGC_SUSET,EXTENSION_CONTRIB,Minimum length of password allowed,password_min_len,,YES,NONE,PGC_SUSET - Extension GUC using standard DefineCustom*Variable mechanism. All changes go through standard SET/RESET which ConnMgr handles.
passwordcheck.restrict_lower,bool,PGC_SUSET,EXTENSION_CONTRIB,Enforce use of lower-case characters.,password_lower_case,,YES,NONE,PGC_SUSET - Extension GUC using standard DefineCustom*Variable mechanism. All changes go through standard SET/RESET which ConnMgr handles.
passwordcheck.restrict_numbers,bool,PGC_SUSET,EXTENSION_CONTRIB,Enforce use of numbers.,password_numbers,,YES,NONE,PGC_SUSET - Extension GUC using standard DefineCustom*Variable mechanism. All changes go through standard SET/RESET which ConnMgr handles.
passwordcheck.restrict_special,bool,PGC_SUSET,EXTENSION_CONTRIB,Enforce use of special characters.,password_special,,YES,NONE,PGC_SUSET - Extension GUC using standard DefineCustom*Variable mechanism. All changes go through standard SET/RESET which ConnMgr handles.
passwordcheck.restrict_upper,bool,PGC_SUSET,EXTENSION_CONTRIB,Enforce use of upper-case characters.,password_upper_case,,YES,NONE,PGC_SUSET - Extension GUC using standard DefineCustom*Variable mechanism. All changes go through standard SET/RESET which ConnMgr handles.
passwordcheck.special_chars,string,PGC_SUSET,EXTENSION_CONTRIB,Special characters defined.,password_special_chars,,YES,NONE,PGC_SUSET - Extension GUC using standard DefineCustom*Variable mechanism. All changes go through standard SET/RESET which ConnMgr handles.
pg_prewarm.autoprewarm,bool,PGC_POSTMASTER,EXTENSION_CONTRIB,Starts the autoprewarm worker.,autoprewarm,,YES,NONE,PGC_POSTMASTER - set at server start. Extension GUC using standard DefineCustom*Variable. Safe.
pg_prewarm.autoprewarm_interval,int,PGC_SIGHUP,EXTENSION_CONTRIB,Sets the interval between dumps of shared buffers,autoprewarm_interval,GUC_UNIT_S,YES,NONE,PGC_SIGHUP - config file reload. Extension GUC using standard DefineCustom*Variable. Safe.
pg_stat_statements.max,int,PGC_POSTMASTER,EXTENSION_CONTRIB,Sets the maximum number of statements tracked by pg_stat_statements.,pgss_max,,YES,NONE,PGC_POSTMASTER - set at server start. Extension GUC using standard DefineCustom*Variable. Safe.
pg_stat_statements.save,bool,PGC_SIGHUP,EXTENSION_CONTRIB,Save pg_stat_statements statistics across server shutdowns.,pgss_save,,YES,NONE,PGC_SIGHUP - config file reload. Extension GUC using standard DefineCustom*Variable. Safe.
pg_stat_statements.track,enum,PGC_SUSET,EXTENSION_CONTRIB,Selects which statements are tracked by pg_stat_statements.,pgss_track,,YES,NONE,PGC_SUSET - Extension GUC using standard DefineCustom*Variable mechanism. All changes go through standard SET/RESET which ConnMgr handles.
pg_stat_statements.track_planning,bool,PGC_SUSET,EXTENSION_CONTRIB,Selects whether planning duration is tracked by pg_stat_statements.,pgss_track_planning,,YES,NONE,PGC_SUSET - Extension GUC using standard DefineCustom*Variable mechanism. All changes go through standard SET/RESET which ConnMgr handles.
pg_stat_statements.track_utility,bool,PGC_SUSET,EXTENSION_CONTRIB,Selects whether utility commands are tracked by pg_stat_statements.,pgss_track_utility,,YES,NONE,PGC_SUSET - Extension GUC using standard DefineCustom*Variable mechanism. All changes go through standard SET/RESET which ConnMgr handles.
pg_stat_statements.yb_hdr_bucket_factor,int,PGC_POSTMASTER,EXTENSION_CONTRIB,Sets the number of subbuckets per bucket in pgss histogram stat tracking.,yb_hdr_bucket_factor,,YES,NONE,PGC_POSTMASTER - set at server start. Extension GUC using standard DefineCustom*Variable. Safe.
pg_stat_statements.yb_qtext_size_limit,int,PGC_SUSET,EXTENSION_CONTRIB,Sets the max size of the pg_stat_statements query text file.,yb_qtext_size_limit,GUC_UNIT_KB,YES,NONE,PGC_SUSET - Extension GUC using standard DefineCustom*Variable mechanism. All changes go through standard SET/RESET which ConnMgr handles.
pg_trgm.similarity_threshold,real,PGC_USERSET,EXTENSION_CONTRIB,Sets the threshold used by the % operator.,similarity_threshold,,YES,NONE,PGC_USERSET - Extension GUC using standard DefineCustom*Variable mechanism. All changes go through standard SET/RESET which ConnMgr handles.
pg_trgm.strict_word_similarity_threshold,real,PGC_USERSET,EXTENSION_CONTRIB,Sets the threshold used by the <<% operator.,strict_word_similarity_threshold,,YES,NONE,PGC_USERSET - Extension GUC using standard DefineCustom*Variable mechanism. All changes go through standard SET/RESET which ConnMgr handles.
pg_trgm.word_similarity_threshold,real,PGC_USERSET,EXTENSION_CONTRIB,Sets the threshold used by the <% operator.,word_similarity_threshold,,YES,NONE,PGC_USERSET - Extension GUC using standard DefineCustom*Variable mechanism. All changes go through standard SET/RESET which ConnMgr handles.
plan_cache_mode,enum,PGC_USERSET,QUERY_TUNING_OTHER,Controls the planner's selection of custom or generic plan.,plan_cache_mode,GUC_EXPLAIN|GUC_SUPERUSER_ONLY,YES,NONE,PGC_USERSET - session-level GUC. No direct variable writes bypassing GUC machinery found. All changes go through standard SET/RESET which ConnMgr handles.
plperl.on_init,string,PGC_SIGHUP,PL_LANGUAGE,Perl initialization code to execute when a Perl interpreter is initialized.,plperl_on_init,,YES,NONE,PGC_SIGHUP - config file reload. Extension GUC using standard DefineCustom*Variable. Safe.
plperl.on_plperl_init,string,PGC_SUSET,PL_LANGUAGE,Perl initialization code to execute once when plperl is first used.,plperl_on_plperl_init,,YES,NONE,PGC_SUSET - Extension GUC using standard DefineCustom*Variable mechanism. All changes go through standard SET/RESET which ConnMgr handles.
plperl.on_plperlu_init,string,PGC_SUSET,PL_LANGUAGE,Perl initialization code to execute once when plperlu is first used.,plperl_on_plperlu_init,,YES,NONE,PGC_SUSET - Extension GUC using standard DefineCustom*Variable mechanism. All changes go through standard SET/RESET which ConnMgr handles.
plperl.use_strict,bool,PGC_USERSET,PL_LANGUAGE,"If true, trusted and untrusted Perl code will be compiled in strict mode.",plperl_use_strict,,YES,NONE,PGC_USERSET - Extension GUC using standard DefineCustom*Variable mechanism. All changes go through standard SET/RESET which ConnMgr handles.
plpgsql.check_asserts,bool,PGC_USERSET,PL_LANGUAGE,Perform checks given in ASSERT statements.,plpgsql_check_asserts,GUC_LIST_INPUT,YES,NONE,PGC_USERSET - Extension GUC using standard DefineCustom*Variable mechanism. All changes go through standard SET/RESET which ConnMgr handles.
plpgsql.extra_errors,string,PGC_USERSET,PL_LANGUAGE,List of programming constructs that should produce an error.,plpgsql_extra_errors_string,GUC_LIST_INPUT,YES,NONE,PGC_USERSET - Extension GUC using standard DefineCustom*Variable mechanism. All changes go through standard SET/RESET which ConnMgr handles.
plpgsql.extra_warnings,string,PGC_USERSET,PL_LANGUAGE,List of programming constructs that should produce a warning.,plpgsql_extra_warnings_string,GUC_LIST_INPUT,YES,NONE,PGC_USERSET - Extension GUC using standard DefineCustom*Variable mechanism. All changes go through standard SET/RESET which ConnMgr handles.
plpgsql.print_strict_params,bool,PGC_USERSET,PL_LANGUAGE,Print information about parameters in the DETAIL part of the error messages generated on INTO ... STRICT failures.,plpgsql_print_strict_params,,YES,NONE,PGC_USERSET - Extension GUC using standard DefineCustom*Variable mechanism. All changes go through standard SET/RESET which ConnMgr handles.
plpgsql.variable_conflict,enum,PGC_SUSET,PL_LANGUAGE,Sets handling of conflicts between PL/pgSQL variable names and table column names.,plpgsql_variable_conflict,,YES,NONE,PGC_SUSET - Extension GUC using standard DefineCustom*Variable mechanism. All changes go through standard SET/RESET which ConnMgr handles.
pltcl.start_proc,string,PGC_SUSET,PL_LANGUAGE,PL/Tcl function to call once when pltcl is first used.,pltcl_start_proc,,YES,NONE,PGC_SUSET - Extension GUC using standard DefineCustom*Variable mechanism. All changes go through standard SET/RESET which ConnMgr handles.
pltclu.start_proc,string,PGC_SUSET,PL_LANGUAGE,PL/TclU function to call once when pltclu is first used.,pltclu_start_proc,,YES,NONE,PGC_SUSET - Extension GUC using standard DefineCustom*Variable mechanism. All changes go through standard SET/RESET which ConnMgr handles.
port,int,PGC_POSTMASTER,CONN_AUTH_SETTINGS,Sets the TCP port the server listens on.,PostPortNumber,,YES,NONE,"PGC_POSTMASTER - set only at server start, same for all connections. Safe."
post_auth_delay,int,PGC_BACKEND,DEVELOPER_OPTIONS,Sets the amount of time to wait after authentication on connection startup.,PostAuthDelay,GUC_EXPLAIN|GUC_NOT_IN_SAMPLE|GUC_UNIT_S,YES,NONE,PGC_BACKEND - set at connection start only. No direct writes found. Safe.
postgres_fdw.application_name,string,PGC_USERSET,EXTENSION_CONTRIB,Sets the application name to be used on the remote server.,pgfdw_application_name,,YES,NONE,PGC_USERSET - Extension GUC using standard DefineCustom*Variable mechanism. All changes go through standard SET/RESET which ConnMgr handles.
pre_auth_delay,int,PGC_SIGHUP,DEVELOPER_OPTIONS,Sets the amount of time to wait before authentication on connection startup.,PreAuthDelay,GUC_NOT_IN_SAMPLE|GUC_UNIT_BYTE|GUC_UNIT_MB|GUC_UNIT_S,YES,NONE,"PGC_SIGHUP - changed via config file reload, applied uniformly. No direct writes found. Safe."
primary_conninfo,string,PGC_SIGHUP,REPLICATION_STANDBY,Sets the connection string to be used to connect to the sending server.,PrimaryConnInfo,GUC_IS_NAME|GUC_LIST_INPUT|GUC_REPORT|GUC_SUPERUSER_ONLY,YES,NONE,"PGC_SIGHUP - changed via config file reload, applied uniformly. No direct writes found. Safe."
primary_slot_name,string,PGC_SIGHUP,REPLICATION_STANDBY,Sets the name of the replication slot to use on the sending server.,PrimarySlotName,GUC_IS_NAME|GUC_LIST_INPUT|GUC_REPORT,YES,NONE,"PGC_SIGHUP - changed via config file reload, applied uniformly. No direct writes found. Safe."
promote_trigger_file,string,PGC_SIGHUP,REPLICATION_STANDBY,Specifies a file name whose presence ends recovery in the standby.,PromoteTriggerFile,GUC_IS_NAME|GUC_REPORT|GUC_SUPERUSER_ONLY,YES,NONE,"PGC_SIGHUP - changed via config file reload, applied uniformly. No direct writes found. Safe."
quote_all_identifiers,bool,PGC_USERSET,COMPAT_OPTIONS_PREVIOUS,"When generating SQL fragments, quote all identifiers.",quote_all_identifiers,GUC_DISALLOW_IN_FILE|GUC_EXPLAIN|GUC_NOT_IN_SAMPLE|GUC_RUNTIME_COMPUTED,YES,NONE,PGC_USERSET. No direct C assignments to backend GUC. pg_dump/pg_dumpall use SET command. Frontend has a separate variable. RISK: NONE.
random_page_cost,real,PGC_USERSET,QUERY_TUNING_COST,Sets the planner's estimate of the cost of a nonsequentially fetched disk page.,random_page_cost,GUC_EXPLAIN,YES,NONE,PGC_USERSET - session-level GUC. No direct variable writes bypassing GUC machinery found. All changes go through standard SET/RESET which ConnMgr handles.
recovery_end_command,string,PGC_SIGHUP,WAL_ARCHIVE_RECOVERY,Sets the shell command that will be executed once at the end of recovery.,recoveryEndCommand,,YES,NONE,"PGC_SIGHUP - changed via config file reload, applied uniformly. No direct writes found. Safe."
recovery_init_sync_method,enum,PGC_SIGHUP,ERROR_HANDLING_OPTIONS,Sets the method for synchronizing the data directory before crash recovery.,recovery_init_sync_method,GUC_SUPERUSER_ONLY,YES,NONE,"PGC_SIGHUP - changed via config file reload, applied uniformly. No direct writes found. Safe."
recovery_min_apply_delay,int,PGC_SIGHUP,REPLICATION_STANDBY,Sets the minimum delay for applying changes during recovery.,recovery_min_apply_delay,GUC_UNIT_MB|GUC_UNIT_MS|GUC_UNIT_S,YES,NONE,"PGC_SIGHUP - changed via config file reload, applied uniformly. No direct writes found. Safe."
recovery_prefetch,enum,PGC_SIGHUP,WAL_RECOVERY,Prefetch referenced blocks during recovery.,recovery_prefetch,GUC_EXPLAIN|GUC_NOT_IN_SAMPLE,YES,NONE,PGC_SIGHUP. Assign hook writes only. WAL recovery context. RISK: NONE.
